Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date
Bénin,Bohicon,Ecobank Bohicon,+229 22 51 06 63,"Bohicon, Bénin",ecobank.com,Prisca Mariano,1,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/117618644413982474502/reviews?hl=fr,,NAN
Bénin,Dogbo,Arrondissement Central de Dogbo,Not available,"RQ3H+HVM, Doqbo, Bénin",Not available,SOHOUDJI Cégnannou Enock Lionel,4,Situé en bordure de voie,il y a un an,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,NAN
Bénin,Dogbo,Arrondissement Central de Dogbo,Not available,"RQ3H+HVM, Doqbo, Bénin",Not available,SOHOUDJI Cégnannou Enock Lionel,4,Situé en bordure de voie,il y a un an,0,https://www.google.com/maps/contrib/101075537309615620512/reviews?hl=fr,,NAN
Bénin,Dogbo,Bank Of Africa Agence Zogbo,Not available,"99RQ+34W, Rue 2650, Cotonou, Bénin",Not available,Thierry Tobossi,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/106242779399685873165/reviews?hl=fr,,NAN
Bénin,Savalou,Agence Ecobank Savalou,+229 22 54 08 36,"Après Carrefour SOHA face PADME, Savalou, Bénin",ecobank.com,AMONI GHANA,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/113204300356984646782/reviews?hl=fr,,NAN
Bénin,Savalou,Agence Ecobank Savalou,+229 22 54 08 36,"Après Carrefour SOHA face PADME, Savalou, Bénin",ecobank.com,AMONI GHANA,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/113204300356984646782/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Bank of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",Not available,Jela Smiley,4,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Bank of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",Not available,Jela Smiley,4,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Agence BOA ABOMEY,+229 21 36 51 48,"52M7+5PG, Abomey, Bénin",Not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",il y a un an,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,NAN
Bénin,Boukoumbé,BOA: Agence Les cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",Not available,Kolawole Alidou TADDE,1,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,NAN
Bénin,Boukoumbé,BOA: Agence Les cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",Not available,Kolawole Alidou TADDE,1,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,NAN
Bénin,Boukoumbé,UBA Cocotiers,+229 21 31 24 24,"993X+FGP, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Agence BOA MENONTIN,+229 21 36 51 26,"99Q7+FPR, Cotonou, Bénin",Not available,Gérardo HOUNTON,2,NAN,il y a 10 mois,0,https://www.google.com/maps/contrib/106081888862602380970/reviews?hl=fr,,NAN
Bénin,Boukoumbé,BOA Agence Akpakpa,Not available,"9C6W+H6C, Cotonou, Bénin",Not available,ong sahel,5,NAN,il y a 3 ans,0,https://www.google.com/maps/contrib/115931652522792074705/reviews?hl=fr,,NAN
Bénin,Boukoumbé,BOA BENIN (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+RRC Benin city, Ave Jean-Paul II, Cotonou, Bénin",bank-of-africa.net,Gylnex SOTCHENOU,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Ecobank Natitingou,+229 23 82 02 34,"la Gare Routière, RNIE3, A côté de, Natitinqou, Bénin",ecobank.com,Youssoufou traore,4,excellent,il y a un an,0,https://www.google.com/maps/contrib/112874544210455099579/reviews?hl=fr,,NAN
Bénin,Boukoumbé,CBAO Saint Michel,+229 21 36 59 02,"9C7G+PC5, Boulevard Saint Michel, Cotonou, Bénin",Not available,Boris Hounkpatin,1,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/107130408256314206762/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue du Gouverneur Bayol, Cotonou, Bénin",Not available,Isabelle queen,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,NAN
Bénin,Boukoumbé,BOA: Agence de Togoudo,+229 21 35 30 10,"Cruce de los Tres Bancos, Av.Jean Paul II, Godomey, Bénin",Not available,romanus sergio houenou de dravo,4,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/100307992615263183632/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Banque Internationale pour l'Industrie et le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Banque Internationale pour l'Industrie et le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Ecobank Bénin,+229 21 31 40 23,"Rue 232, Cotonou, Bénin",ecobank.com,patrick yadjemi,3,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/112943603722096541763/reviews?hl=fr,,NAN
Bénin,Boukoumbé,SGB Agence Calavi Super U,Not available,"F9Q5+WWM, Super U Calavi, Direction to Akassato, Abomey Calavi, Bénin",Not available,Jeanne MEDENOU,5,"Accueil chaleureux.
Temps moyen d’attente mais service agréable",il y a 11 mois,2,https://www.google.com/maps/contrib/112518707690050059316/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Distributeurs Bank Of Africa Benin,+229 21 31 32 28,"9C2J+PQ4 Banque Cotonou, Ave Jean-Paul II, Cotonou, Bénin",boabenin.com,Tahirou moussa,3,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/109460622052640858073/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément LABINTAN,3,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,NAN
Bénin,Boukoumbé,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+GM2, Rue de la Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,NAN
Bénin,Comé,UBA de Comè,Not available,"CV5J+JJP, Comé, Bénin",Not available,Osinachi Chukwu,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/101470220014591211415/reviews?hl=fr,,NAN
Bénin,Comé,CCEI Bank Agence Ganhi,+229 21 36 59 10,"9C3Q+M6F, Cotonou, Bénin",cceibankbenin.com,julien houangni,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/105819122026079790411/reviews?hl=fr,,NAN
Bénin,Comé,CORIS BANK BENIN,+229 61 04 48 85,"122 Boulevard Steinmetz, Cotonou, Bénin",Not available,Genevieve Bessanh,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/102727450135042440373/reviews?hl=fr,,NAN
Bénin,Comé,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément LABINTAN,3,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,NAN
Bénin,Comé,CBAO Saint Michel,+229 21 36 59 02,"9C7G+PC5, Boulevard Saint Michel, Cotonou, Bénin",Not available,Boris Hounkpatin,1,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/107130408256314206762/reviews?hl=fr,,NAN
Bénin,Comé,Ecobank Bénin,+229 21 31 40 23,"Rue 232, Cotonou, Bénin",ecobank.com,patrick yadjemi,3,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/112943603722096541763/reviews?hl=fr,,NAN
Bénin,Comé,Banque Internationale pour l'Industrie et le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,NAN
Bénin,Comé,BSIC BENIN SA,+229 51 20 96 69,"9C2H+W6H, Rue des Dako Donou, Cotonou, Bénin",Not available,Jean-Claude Zossou,2,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,NAN
Bénin,Comé,BCEAO,+229 21 36 46 00,"9C3G+6JV, Cotonou, Bénin",Not available,Conrad GLONOU,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/101172451881330539259/reviews?hl=fr,,NAN
Bénin,Comé,"NSIA Banque, Menontin",Not available,"99Q7+7MP, Cotonou, Bénin",Not available,ENERGY CONSULT,5,NAN,il y a 3 ans,0,https://www.google.com/maps/contrib/107275292093327550123/reviews?hl=fr,,NAN
Bénin,Comé,Ecobank Missèbo,+229 21 31 61 64,"Avenue Pierre Delorme, Cotonou, Bénin",ecobank.com,أبوبكر صالح,3,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/115212040516858537463/reviews?hl=fr,,NAN
Bénin,Comé,BOA BENIN (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+RRC Benin city, Ave Jean-Paul II, Cotonou, Bénin",bank-of-africa.net,Gylnex SOTCHENOU,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,NAN
Bénin,Comé,UBA Cocotiers,+229 21 31 24 24,"993X+FGP, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,NAN
Bénin,Tchaourou,Clcam Agence Tchaourou,Not available,"VHPW+WRX, Tchaourou, Bénin",Not available,ADJE Abdel Marouane,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/115017247412399531424/reviews?hl=fr,,NAN
Ghana,Takoradi,Republic Bank,Not available,"7, 3 Market Cir, Takoradi, Ghana",Not available,Derrick Asare,4,NAN,il y a 4 mois,0,https://www.google.com/maps/contrib/111970233613118563170/reviews?hl=fr,,NAN
Ghana,Takoradi,"GCB Bank, Takoradi Main",+233 20 271 1778,"V6VW+Q38, Takoradi, Ghana",Not available,Skirbechis Group of companies,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/106129254211777803463/reviews?hl=fr,,NAN
Ghana,Takoradi,"GCB Bank, Takoradi Main",+233 20 271 1778,"V6VW+Q38, Takoradi, Ghana",Not available,Skirbechis Group of companies,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/106129254211777803463/reviews?hl=fr,,NAN
Ghana,Takoradi,"Republic Bank Ghana Limited, Takoradi",+233 31 202 7872,"43 Liberation Rd, Takoradi, Ghana",Not available,Alfred Twum,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/118157479765270306686/reviews?hl=fr,,NAN
Ghana,Takoradi,Opportunity Bank,Not available,"V6XQ+GMV, Takoradi, Ghana",Not available,Abdul,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,NAN
Ghana,Takoradi,Opportunity Bank,Not available,"V6XQ+GMV, Takoradi, Ghana",Not available,Abdul,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,NAN
Ghana,Takoradi,Standard Chartered Bank Liberation Road,+233 30 261 0750,"Liberation Rd Adjacent All Needs Supermarket, near, Market Cir, Takoradi, Ghana",sc.com,Richard Ofori (lutherguy2109),5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,NAN
Ghana,Takoradi,Societe Generale Ghana Takoradi Main Branch,+233 31 202 4660,"V6WR+XJ8, H. Vroom Ave, Takoradi, Ghana",Not available,Isaac Nkrumah,3,NAN,il y a 3 ans,0,https://www.google.com/maps/contrib/102808022782082352435/reviews?hl=fr,,NAN
Ghana,Takoradi,ADB Takoradi,Not available,"V6JX+WQ6, Takoradi, Ghana",Not available,Kelladi Limited,4,NAN,il y a un an,0,https://www.google.com/maps/contrib/107886288324146153961/reviews?hl=fr,,NAN
Ghana,Takoradi,Barclays Bank,+233 31 202 2151,"V6JX+P86, Papa Gyaesayor St, Takoradi, Ghana",Not available,Francis Osei Poku,5,"Excellent service client Absa, continuez comme ça !",il y a 2 ans,1,https://www.google.com/maps/contrib/102722940991722882993/reviews?hl=fr,,NAN
Ghana,Takoradi,Ghana Commercial Bank,+233 20 242 2422,"Takoradi, Ghana",Not available,Patrick Coffie,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/112117791607149576792/reviews?hl=fr,,NAN
Ghana,Takoradi,Universal Merchant Bank,Not available,"V6VV+RF3, Takoradi, Ghana",Not available,Ellis Ofori Appiah,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/107414840567640308567/reviews?hl=fr,,NAN
Ghana,Takoradi,Bank of Ghana,+233 30 266 6174,"V6VW+GMF, Takoradi, Ghana",bog.gov.gh,FELIX ACHEAMPONG,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/112106129180559258023/reviews?hl=fr,,NAN
Ghana,Takoradi,Access Bank,Not available,"V6XQ+MQF, Takoradi, Ghana",Not available,FELIX ACHEAMPONG,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/112106129180559258023/reviews?hl=fr,,NAN
Ghana,Takoradi,OMNIBANK TAKORADI BRANCH,+233 30 708 6000,"V6XQ+QVF, C.P. Kainyah Ave, Takoradi, Ghana",Not available,samuel webb walters,3,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/111059631377880779108/reviews?hl=fr,,NAN
Ghana,Takoradi,Lower Pra Rural Bank. Apramdo Market Branch,Not available,"W674+FM9, Takoradi Bypass Rd, Takoradi, Ghana",Not available,Chipsduncan Duncan,4,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/117140417083648117442/reviews?hl=fr,,NAN
Ghana,Takoradi,Ssb Main Banque,Not available,"V6WR+WJM, Takoradi, Ghana",Not available,Richard Ofori (lutherguy2109),4,L’épargne est conservée en toute sécurité,il y a 5 ans,17,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,NAN
Ghana,Takoradi,UBA Ghana - Takoradi Branch,+233 31 202 5787,"Old John Sarbah Rd, Takoradi, Ghana",ubagroup.com,Benjiman Ansah,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/114483530658771847248/reviews?hl=fr,,NAN
Ghana,Takoradi,CalBank,+233 54 433 6745,"Market Cir, Takoradi, Ghana",calbank.net,Araba rossy,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/114786428973100725737/reviews?hl=fr,Merci Araba,il y a 4 ans
Ghana,Takoradi,"GCB Bank, TAKORADI MARKET CIRCLE",+233 30 396 2099,"Layout Alley, Takoradi, Ghana",gcbbank.com.gh,Kwabena Dankwa,3,NAN,il y a 3 ans,0,https://www.google.com/maps/contrib/114197086130543678467/reviews?hl=fr,Merci d'avoir choisi GCB Bank PLC.,il y a un an
Ghana,Takoradi,Societe Generale Ghana- Takoradi Market Circle Branch,+233 31 203 3280,"43 Liberation Rd, Takoradi, Ghana",Not available,Stephen Otoo Danzerl,4,C'est un endroit sympa et bien situé au bord de la route de la libération,il y a 2 ans,4,https://www.google.com/maps/contrib/113334042194135191356/reviews?hl=fr,,NAN
Ghana,Takoradi,Absa | Branch | Takoradi Liberation Road,+233 31 202 3458,"Liberation Rd, Takoradi, Ghana",absa.com.gh,Derrick Asare,4,NAN,il y a 2 mois,0,https://www.google.com/maps/contrib/111970233613118563170/reviews?hl=fr,,NAN
Ghana,Takoradi,Fidelity Bank - Takoradi Market Circle,+233 57 799 9047,"Market Circle, Kofi Annan Rd, Takoradi, Ghana",fidelitybank.com.gh,Hayford Gamor,3,NAN,il y a 10 ans,0,https://www.google.com/maps/contrib/102496249823163274243/reviews?hl=fr,,NAN
Ghana,Takoradi,Absa | Branch | Takoradi High Street,+233 31 202 2151,"Takoradi High Street, Takoradi, Ghana",absa.com.gh,Joel Tagoe,5,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/114916012128759423875/reviews?hl=fr,,NAN
Ghana,Takoradi,Prudential Bank Ltd. - Takoradi Market Circle Branch,Not available,"V6XQ+G49, Liberation Rd, Takoradi, Ghana",prudentialbank.com.gh,Richard Ofori (lutherguy2109),4,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/105510815578615190352/reviews?hl=fr,,NAN
Ghana,Takoradi,FBNBank - Takoradi Branch,+233 26 300 2941,"28 Kofi Annan Rd, Takoradi, Ghana",fbnbankghana.com,Emmanuel Aidoo Asare,5,NAN,il y a 3 ans,0,https://www.google.com/maps/contrib/108216636317611975690/reviews?hl=fr,,NAN
Ghana,Takoradi,First Atlantic Bank | Takoradi | Branch,+233 31 200 3355,"Far West Premises, Plot A Market Cir, Takoradi, Ghana",firstatlanticbank.com.gh,Divine Tetteh,5,Ouais,il y a 9 mois,0,https://www.google.com/maps/contrib/104837060283201744927/reviews?hl=fr,,NAN
Ghana,Takoradi,First Atlantic Bank | Takoradi | Branch,+233 31 200 3355,"Far West Premises, Plot A Market Cir, Takoradi, Ghana",firstatlanticbank.com.gh,Divine Tetteh,5,Ouais,il y a 9 mois,0,https://www.google.com/maps/contrib/104837060283201744927/reviews?hl=fr,,NAN
Ghana,Takoradi,First National Bank Market Circle Branch,+233 24 243 5059,"Market Cr Far West Building B, Takoradi, Ghana",firstnationalbank.com.gh,Nana Kwame Boateng,3,NAN,il y a 9 mois,0,https://www.google.com/maps/contrib/105839698102428275104/reviews?hl=fr,,NAN
Ghana,Takoradi,Fidelity Bank,+233 57 799 9047,"Papa Gyaesayor St, Takoradi, Ghana",fidelitybank.com.gh,George Fidelis Obuobi,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/111365053947477746410/reviews?hl=fr,,NAN
Ghana,Takoradi,Ecobank - Takoradi Main,+233 31 202 1250,"Plot no. 34, Axim Road, Harbour Commercial Area PMB, Takoradi, Ghana",ecobank.com,Barimaba Kwadwo Nimako,4,NAN,il y a 10 ans,0,https://www.google.com/maps/contrib/105322081554082097060/reviews?hl=fr,,NAN
Ghana,Takoradi,GCB Bank ATM Takoradi Harbour,Not available,"V6JX+5FF, Takoradi, Ghana",gcbbank.com.gh,Ishimoto Abdullah,5,Gréement chez China Harbour Engineering Company,il y a 2 mois,0,https://www.google.com/maps/contrib/115048798136700839445/reviews?hl=fr,,NAN
Ghana,Takoradi,SAHEL SAHARA BANK TAKORADI,+233 24 291 3993,"V6WV+3MC sahel sahara bank, Takoradi, Ghana",Not available,emmanuel somia-kwaw,5,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/103571731340386498371/reviews?hl=fr,,NAN
Ghana,Takoradi,UT Bank -Takoradi - Shippers Council,+233 31 202 7188,"Shippers Council Building, 1st Floor, Shippers Council Rd, Takoradi 12345, Ghana",Not available,Abdul,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/116195376352109940090/reviews?hl=fr,,NAN
Ghana,Takoradi,Stanbic Bank - Takoradi Mall Branch,+233 30 281 5789,"Takoradi Mall PTC Roundabout, Takoradi, Ghana",stanbicbank.com.gh,JAMES PITTMAN,5,Le représentant de la succursale a été très serviable et patient pour m'aider à obtenir une nouvelle carte ATM. J'ai vraiment apprécié sa courtoisie et son professionnalisme dans le défi de signer la nouvelle carte de signature.,il y a un an,0,https://www.google.com/maps/contrib/104781847064788272786/reviews?hl=fr,,NAN
Ghana,Takoradi,Bestpoint Savings And Loans Takoradi,+233 56 110 0694,"V6WQ+V82, Market Cir, Takoradi, Ghana",bestpointgh.com,Michael Kwenor,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/117023097838632902618/reviews?hl=fr,,NAN
Ghana,Takoradi,UT Bank -Takoradi Liberation RD,+233 31 202 8228,"Liberation Road, Former Farrouk Building, Takoradi 12345, Ghana",Not available,Otis Kodwo Brogya,3,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/108920297466026359376/reviews?hl=fr,,NAN
Ghana,Takoradi,Fidelity Bank Ghana Ltd - Takoradi Market Circle VISA ATM,+233 30 221 4490,"V6WR+XF2, Market Cir, Takoradi, Ghana",fidelitybank.com.gh,Nab Scosco,1,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/100284584534308407494/reviews?hl=fr,,NAN
Ghana,Takoradi,Guaranty Trust Bank,+233 50 708 7369,"V6WR+JXH, Takoradi, Ghana",Not available,AMEWODE HONESTY,5,NAN,il y a 3 ans,0,https://www.google.com/maps/contrib/115534215792219906409/reviews?hl=fr,,NAN
Ghana,Takoradi,UBA Ghana - Takoradi Branch ATM,+233 31 202 6330,"John Sarbah Road, No. 52/1 John Sarbah Road, Takoradi 12345, Ghana",ubagroup.com,Nii Dottey,5,Facile à localiser et j'ai récupéré mon argent,il y a 11 mois,1,https://www.google.com/maps/contrib/102940816511601294988/reviews?hl=fr,,NAN
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev't Corp, Takoradi 12345, Ghana",Not available,Sena Amuzu,5,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,NAN
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev't Corp, Takoradi 12345, Ghana",Not available,Sena Amuzu,5,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,NAN
Ghana,Takoradi,Standard Chartered - Takoradi Harbour Branch,+233 28 954 6014,"Harbour Road, Near Timber Export Dev't Corp, Takoradi 12345, Ghana",Not available,Sena Amuzu,5,NAN,il y a 9 ans,0,https://www.google.com/maps/contrib/101303442985793219609/reviews?hl=fr,,NAN
Ghana,Takoradi,Fiaseman Rural Bank Limited,+233 31 229 1031,"V6QM+R6W, Takoradi, Kokompe, Ghana",Not available,Nana Entee,3,NAN,il y a 2 ans,0,https://www.google.com/maps/contrib/111253394568450560183/reviews?hl=fr,,NAN
Ghana,Takoradi,Lower Pra Rural Bank,+233 55 415 9766,"V6QM+C2F, Kokompe, Ghana",Not available,Nutifafa Zanu,2,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/101608967254108799262/reviews?hl=fr,,NAN
Ghana,Wa,Societe Generale Ghana-Wa Branch,+233 30 266 3907,"3F6W+Q24, Wa - Mase Rd, Wa, Ghana",Not available,Sixtus Bayaa,4,NAN,il y a 2 mois,0,https://www.google.com/maps/contrib/111127509567544358257/reviews?hl=fr,,NAN
Ghana,Wa,Stanbic Bank - Wa Branch,+233 30 281 5789,"Wa Opposite SG-SSB Wa High Street, Wa, Ghana",stanbicbank.com.gh,Jonas Dery,5,NAN,il y a 4 ans,0,https://www.google.com/maps/contrib/105656964182171543238/reviews?hl=fr,,NAN
Ghana,Axim,GCB Bank,+233 30 396 0895,"3 Axim Rd, Axim, Ghana",gcbbank.com.gh,Sharon Yeboah,3,NAN,il y a 10 ans,0,https://www.google.com/maps/contrib/109103749134028960163/reviews?hl=fr,,NAN
Ghana,Tema,"Consolidated Bank Ghana, Tema Branch",+233 30 221 6000,"JXPW+VF5, Tema, Ghana",Not available,fred tagoe,5,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/113349416699775071833/reviews?hl=fr,,NAN
Ghana,Atebubu,Agricultural Development Bank,Not available,"Q237+G7R, Atebubu, Ghana",Not available,FRANK OFORI-KUMAH,4,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/112607585203224879621/reviews?hl=fr,,NAN
Ghana,Berekum,Fidelity Bank - Berekum,+233 57 799 9737,"Plot No. 11, FC28+46X Block ""B"" Sector 2 Dominase, Berekum, Ghana",fidelitybank.com.gh,Edina Adjei,3,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/111793535434411396001/reviews?hl=fr,,NAN
Ghana,Koforidua,Ghana Commercial Bank - Koforidua Branch,+233 34 202 4431,"Linda Dor plaza Opposite Barclays Bank, Ghana",Not available,Francis Annan,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/112625038209452484913/reviews?hl=fr,,NAN
Ghana,Koforidua,Zenith Bank,+233 32 208 3281,"No. OG/A 37 Oguaa, Koforidua, Ghana",Not available,Patience Anthony,5,J'ai eu une expérience incroyable avec eux pendant ma période de service national,il y a 7 mois,0,https://www.google.com/maps/contrib/117928149835346950198/reviews?hl=fr,,NAN
Ghana,Koforidua,Republic Bank - Koforidua Branch,+233 34 202 6840,"Central market, Antartic Plaza, Koforidua 12345, Ghana",Not available,Mike Orji,4,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/101084180805453229022/reviews?hl=fr,,NAN
Ghana,Koforidua,Prudential Bank Ltd. - Koforidua Branch,+233 34 202 3134,"3PQV+W27 Jackson Park, Koforidua, Ghana",prudentialbank.com.gh,Isaac Makafui Wealth Ametameh,4,NAN,il y a 7 mois,0,https://www.google.com/maps/contrib/112711799857796434326/reviews?hl=fr,,NAN
Ghana,Koforidua,ADB - Koforidua,+233 34 202 2235,"3PVQ+CWV, Koforidua, Ghana",agricbank.com,Francis Annan,5,NAN,il y a 6 ans,0,https://www.google.com/maps/contrib/112625038209452484913/reviews?hl=fr,,NAN
Ghana,Koforidua,Societe Generale Ghana-Koforidua Branch,+233 34 202 2778,"3PRQ+VW6, Koforidua, Ghana",Not available,Maxwell Nana Osei,4,Service client plus rapide,il y a 4 ans,0,https://www.google.com/maps/contrib/102535063638482038733/reviews?hl=fr,,NAN
Ghana,Koforidua,Fidelity Bank - Koforidua,+233 57 799 9399,"SSNIT, Sector 1, Central Area, Tutuwaa Building, Opposite Vodafone, Koforidua, Ghana",Not available,charles Jojo Entsi,4,NAN,il y a 7 ans,0,https://www.google.com/maps/contrib/103486637796237169451/reviews?hl=fr,,NAN
Ghana,Koforidua,Fidelity Bank Ghana Ltd - Koforidua VISA ATM,+233 30 221 4490,"3PPQ+Q2W, Koforidua, Ghana",fidelitybank.com.gh,Amanda Owen,3,NAN,il y a 8 ans,0,https://www.google.com/maps/contrib/112779298003117424615/reviews?hl=fr,,NAN
Ghana,Koforidua,"Access Bank Ghana Ltd, Koforidua",Not available,"3PVR+V59, Unnamed Road, Koforidua, Ghana",Not available,Cecil Asiamah Nkansah,3,NAN,il y a 5 ans,0,https://www.google.com/maps/contrib/118179249348837542588/reviews?hl=fr,,NAN
Ghana,Koforidua,Republic Bank - Koforidua Branch ATM,+233 28 508 5535,"Central market, Antartic Plaza, Koforidua 12345, Ghana",Not available,Power Channel,2,Les ateliers devraient servir de place rapide.,il y a 9 ans,0,https://www.google.com/maps/contrib/109751167379609245706/reviews?hl=fr,,NAN
