Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Nane,Reviewer_Sart,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profil_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic,Preprocessed_review
Bénin,Pobè,Agence De La Poste De Pobe,+229 61 33 28 73,"Xmm8+R7J, Pobé, Bénin",laposte.bj,Gerard Gbetognon Missahogbe,5,Très bon,2023-06-28,0,https://www.google.com/maps/contrib/110718461383394844288/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Agence De La Poste De Pobe,+229 61 33 28 73,"Xmm8+R7J, Pobé, Bénin",laposte.bj,Gerard Gbetognon Missahogbe,5,Très bon,2023-06-28,0,https://www.google.com/maps/contrib/110718461383394844288/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Ets Yemagnisse & Compagnie,+229 97 47 92 22,"Xmq3+Fm8, Unnamed Road, Pobé, Bénin",not available,Damien Djotinkpon,5,Très bon,2021-06-28,0,https://www.google.com/maps/contrib/100406921852885845564/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Ets Yemagnisse & Compagnie,+229 97 47 92 22,"Xmq3+Fm8, Unnamed Road, Pobé, Bénin",not available,Damien Djotinkpon,5,Très bon,2021-06-28,0,https://www.google.com/maps/contrib/100406921852885845564/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Lycée Technique Agricole De Pobè,Not available,"Xmxc+Gf, Pobé, Bénin",not available,Opeyemi Gbonlu,1,Très mauvais,2023-06-28,0,https://www.google.com/maps/contrib/108430033939908030897/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Pobè,Boa Benin (Bank Of Africa) - Agence Centrale,+229 21 31 32 28,"9C2J+Rrc Benin City, Ave Jean-Paul Ii, Cotonou, Bénin",bank-of-africa.net,Gylnex Sotchenou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/115162508530295794961/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Boa Ganhi,Not available,"9C4Q+3Qr, Cotonou, Bénin",not available,Kéfilath Bello,3,neutre,2023-10-01,0,https://www.google.com/maps/contrib/105637918375330015993/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Pobè,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Bank Of Africa (Boa),+973 3507 3786,"996F+C9W, Cotonou, Bénin",not available,Thierry Tobossi,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/106242779399685873165/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Bank Of Africa Akpakpa,+229 21 32 75 75,"9F94+24V, Cotonou, Bénin",not available,Bosthy Thierry,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/103799642874171596732/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Boa Agence Akpakpa,Not available,"9C6W+H6C, Cotonou, Bénin",not available,Ong Sahel,5,Très bon,2021-06-28,0,https://www.google.com/maps/contrib/115931652522792074705/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Boa Agence Akpakpa,Not available,"9C6W+H6C, Cotonou, Bénin",not available,Ong Sahel,5,Très bon,2021-06-28,0,https://www.google.com/maps/contrib/115931652522792074705/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Distributeurs Bank Of Africa Benin,+229 21 31 32 28,"9C2J+Pq4 Banque Cotonou, Ave Jean-Paul Ii, Cotonou, Bénin",boabenin.com,Tahirou Moussa,3,neutre,2018-06-29,0,https://www.google.com/maps/contrib/109460622052640858073/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Pobè,Bank Of Africa Agence Bohicon,+229 22 51 08 11,"53G7+74V, Bohicon, Bénin",not available,Jela Smiley,4,bon,2022-06-28,0,https://www.google.com/maps/contrib/102181566406653673823/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Pobè,Banque Internationale Pour L'Industrie Et Le Commerce,+229 21 31 22 00,"Boulevard Saint Michel, Cotonou, Bénin",biic-bank.com,Herman Hedokingbe,5,Très bon,2017-06-29,0,https://www.google.com/maps/contrib/115309133299711002708/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Pobè,Boa Et Station Service Après,Not available,"9F9W+J85, Cotonou, Bénin",not available,Valery Adoh,4,"Belles prestations ! Tout est bien organisé. Le conseil ici est d’arriver tôt, servi tôt. Facilement accessible aux personnes résidant dans le quartier. Il est situé dans un endroit paisible, loin du bruit de la ville. Il y a de bons …",2019-06-29,0,https://www.google.com/maps/contrib/104937874745985573650/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,belles prestations tout bien organisé conseil ici d’arriver tôt servi tôt facilement accessible personnes résidant quartier situé endroit paisible loin bruit ville a bons …
Bénin,Pobè,Boa Agence Du Stade De L’Amitié,Not available,"99Mg+Hph, Cotonou, Bénin",not available,Mutong Weng,3,Il n'y a pas de toilettes publiques🚽 ! …,2019-06-29,1,https://www.google.com/maps/contrib/103596542303468400890/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,ny a toilettes publiques🚽 …
Bénin,Pobè,Pobe,+229 90 43 79 49,"Xmm7+2H4, Pobé, Bénin",not available,Parfait Gbedanhessi,3,Pobe est une ville super excellent.,2024-06-22,0,https://www.google.com/maps/contrib/106114079680282530649/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,pobe ville super excellent
Bénin,Pobè,Boa: Agence Les Cocotiers,+229 21 30 10 01,"993X+F6M, Cotonou, Bénin",not available,Kolawole Alidou Tadde,1,Très mauvais,2019-06-29,0,https://www.google.com/maps/contrib/104469217193584824002/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Pobè,Agence Boa Menontin,+229 21 36 51 26,"99Q7+Fpr, Cotonou, Bénin",not available,Gérardo Hounton,2,mauvais,2023-09-01,0,https://www.google.com/maps/contrib/106081888862602380970/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Bénin,Pobè,Bank Of Africa Agence Saint Michel,+229 21 32 75 75,"9C8H+C55, Cotonou, Bénin",not available,A. C.,1,Très mauvais,2017-06-29,0,https://www.google.com/maps/contrib/108616420021534632051/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Pobè,Agence Boa Abomey,+229 21 36 51 48,"52M7+5Pg, Abomey, Bénin",not available,Daniel Alfaro,5,"Utilisez le guichet automatique, cela fonctionne parfaitement.",2023-06-28,1,https://www.google.com/maps/contrib/104809305004479701720/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,utilisez guichet automatique cela fonctionne parfaitement
Bénin,Pobè,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Pobè,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Pobè,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,bon,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Pobè,Uba Cocotiers,+229 21 31 24 24,"993X+Fgp, Rte De L'Aéroport, Cotonou, Bénin",ubagroup.com,Ibrahim Afridi,4,bon,2015-06-30,0,https://www.google.com/maps/contrib/114912702593635375161/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Porto-Novo,Diamond Bank Agence Porto Novo,+229 21 31 98 02,"Porto Novo, Quartier Avakpa, Arrond. De Djassin, 01 Bp 955, Porto-Novo 10000, Bénin",not available,Rach Belle,3,neutre,2018-06-29,0,https://www.google.com/maps/contrib/114428890542695359390/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Porto-Novo,Ecobank Porto-Novo,+229 20 21 50 03,"Porto-Novo, Bénin",ecobank.com,Asaï Obed Tchabi,4,bon,2018-06-29,0,https://www.google.com/maps/contrib/112926972292016619664/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Porto-Novo,Ecobank Porto-Novo,+229 20 21 50 03,"Porto-Novo, Bénin",ecobank.com,Asaï Obed Tchabi,4,bon,2018-06-29,0,https://www.google.com/maps/contrib/112926972292016619664/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Porto-Novo,Bank Of Africa,+229 21 31 32 28,"1Er Arrondissement, Bénin",not available,Adossou Carmel Koffi Rodolphe,5,Très bon,2023-06-28,0,https://www.google.com/maps/contrib/108667851936158203104/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Western Union,Not available,"Fjwh+Pgx, Porto-Novo, Bénin",not available,༒Ghost Friends ༒ ༒Familia Bigo Live༒,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/101348618831265999378/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Porto-Novo,Africabourse Portonovo,+229 63 60 74 66,"Fjhm+X6R, Intersection Lycée Toffa 1Er 2, Porto-Novo, Bénin",africabourse.com,Nella Elielle,1,Très mauvais,2024-02-28,0,https://www.google.com/maps/contrib/110005808341748187511/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Porto-Novo,Orabank,+229 20 22 22 66,"Fjmc+W67, Porto-Novo, Bénin",orabank.net,Ange Raveloarinjato,4,bon,2022-06-28,0,https://www.google.com/maps/contrib/112995852450468890041/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Bénin,Porto-Novo,Diamond Bank Avakpa,Not available,"Fjj6+R9H, Porto-Novo, Bénin",not available,Cadnel Agondanou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/111480752524238036933/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Diamond Bank Avakpa,Not available,"Fjj6+R9H, Porto-Novo, Bénin",not available,Cadnel Agondanou,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/111480752524238036933/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Padme Agence Porto-Novo,+229 20 21 34 95,"Fjgc+J5H 3Ème Arrondissement, Porto-Novo, Bénin",not available,Ronald Fandohan,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/108858600835576435162/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Iamd-Microfinance,+33 7 56 88 93 03,"Gjc5+Fgf Residences Les Palmiers, Porto-Novo, Bénin",not available,Zêdêm Free,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/109934912902957796304/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Atlantique Banque,+229 62 40 40 19,"994J+Q28, Rue 2100, Cotonou, Bénin",not available,Harvey Azanhoue,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/104592052808097044286/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Atlantique Banque,+229 62 40 40 19,"994J+Q28, Rue 2100, Cotonou, Bénin",not available,Harvey Azanhoue,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/104592052808097044286/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Porto-Novo,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Porto-Novo,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Sakété,Atm Uba Bénin Stade De L'Amitié,+229 21 31 24 24,"Jjwp+Hhg, Sakété, Bénin",ubagroup.com,Landry Agledjou,4,Accueil bien cordialement,2020-06-28,1,https://www.google.com/maps/contrib/108036879269299947555/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,accueil bien cordialement
Bénin,Sakété,Société Générale Bénin,+229 21 31 83 00,"Ave Clozel, Cotonou, Bénin",societegenerale.bj,Clément Labintan,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/110030064409354194448/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Bénin,Sakété,Banque Atlantique Agence Ganhi,+229 21 31 10 18,"9C3P+Gm2, Rue De La Poste, Cotonou, Bénin",banqueatlantique.net,Tatiana Samson,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/103720179264727720119/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Bénin,Sakété,Sonibank Agence Ganhi,+229 21 31 21 89,"Centre Kodeih Nº9, Rue Du Gouverneur Bayol, Cotonou, Bénin",not available,Isabelle Queen,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/107977443767827842373/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Sakété,Bsic Benin Sa,+229 51 20 96 69,"9C2H+W6H, Rue Des Dako Donou, Cotonou, Bénin",not available,Jean-Claude Zossou,2,mauvais,2019-06-29,0,https://www.google.com/maps/contrib/110857139024129987023/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Bénin,Savalou,Agence Ecobank Savalou,+229 22 54 08 36,"Après Carrefour Soha Face Padme, Savalou, Bénin",ecobank.com,Amoni Ghana,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/113204300356984646782/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Savalou,Agence Ecobank Savalou,+229 22 54 08 36,"Après Carrefour Soha Face Padme, Savalou, Bénin",ecobank.com,Amoni Ghana,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/113204300356984646782/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Bénin,Tchaourou,Clcam Agence Tchaourou,Not available,"Vhpw+Wrx, Tchaourou, Bénin",not available,Adje Abdel Marouane,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/115017247412399531424/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abengourou,Nsia Banque - Agence Abengourou,+225 20259122,"Pgj6+24R, Unnamed Road, Côte D'Ivoire, Abengourou, Côte D’Ivoire",not available,Parfait N'Da,4,bon,2018-06-29,0,https://www.google.com/maps/contrib/112203980811752765366/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abengourou,Bceao - Abengourou,+225 35913715,"Pgm5+7X7, Abengourou, Côte D’Ivoire",not available,Korotoum Bijoux Camara,2,mauvais,2014-06-30,0,https://www.google.com/maps/contrib/102179337112442493538/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Côte D'Ivoire,Abengourou,Banque Atlantique - Abengourou,+225 35900938,"Pgj6+2Xv Grand Marché, Abengourou, Côte D’Ivoire",banqueatlantique.net,Rufai Nasiru Ajisebutu,1,Très mauvais,2018-06-29,0,https://www.google.com/maps/contrib/116333007851157359522/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Côte D'Ivoire,Abengourou,Bni - Abengourou,+225 35900093,"Pgj7+333, Unnamed Road, Côte D'Ivoire, Abengourou, Côte D’Ivoire",bni.ci,Rify Café Cacao,3,neutre,2018-06-29,0,https://www.google.com/maps/contrib/101615861601967821250/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Côte D'Ivoire,Abengourou,Coopec Abengourou,Not available,"Pg89+7Wh, Abengourou, Côte D’Ivoire",not available,Ibrahim Diallo,4,bon,2019-06-29,0,https://www.google.com/maps/contrib/103599552484293224217/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abengourou,Advans Abengourou,+225 35903439,"Pgh6+W3H, Abengourou, Côte D’Ivoire",advanscotedivoire.com,Jules Yeboue,4,bon,2020-06-28,0,https://www.google.com/maps/contrib/112186417649997271491/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abengourou,Cnps Abengourou,+225 35913613,"Pgj6+43J, Abengourou, Côte D’Ivoire",not available,Olivia Dempey,2,mauvais,2019-06-29,0,https://www.google.com/maps/contrib/118300812358209447794/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Côte D'Ivoire,Abengourou,Bda-Retail Abengourou,+225 20316973,"Pgj7+4Rh, Abengourou, Côte D’Ivoire",not available,Russele Kouadio,4,bon,2020-06-28,0,https://www.google.com/maps/contrib/112606308684609424331/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abengourou,Sgbci Abengourou,Not available,"Pgh6+X49, Unnamed Road, Abengourou, Côte D’Ivoire",not available,Paul Kouassi Kouadio Bah,5,C'est une banque,2021-06-28,0,https://www.google.com/maps/contrib/100744617115193488307/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,cest banque
Côte D'Ivoire,Abengourou,Microcred Abengourou,Not available,"Pgm6+655 Microcred, Abengourou, Côte D’Ivoire",not available,Bako Emmanuel,1,Très mauvais,2021-06-28,0,https://www.google.com/maps/contrib/103364778231934103332/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Côte D'Ivoire,Abengourou,Sib Abengourou,Not available,"Pgh5+P6P, Unnamed Road, Abengourou, Côte D’Ivoire",not available,Akoto Gomes Konan,4,bon,2023-10-01,0,https://www.google.com/maps/contrib/114384159213828948862/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abengourou,La Caisse D’Épargne,+225 20252202,"Pgh5+Rcc, Abengourou, Côte D’Ivoire",not available,Jean Halime,1,Très mauvais,2017-06-29,0,https://www.google.com/maps/contrib/117293322703832371570/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Côte D'Ivoire,Abengourou,Agence Côte D'Ivoire Télécom Abengourou,+225 27 20 3 47042,"Derrière Le Palais De Justice, Quartier Agnikro Près De La Cathédrale D, Abengourou, Côte D’Ivoire",orange.ci,Narcisse5 Adingra,5,Très bon,2015-06-30,0,https://www.google.com/maps/contrib/101643925739886739056/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abidjan,Banque Populaire De Côte D'Ivoire,+225 20254343,"01 Bp 6889 Abidjan 01, Côte D’Ivoire",not available,Georges Amichia,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/110688709549748604429/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Côte D'Ivoire,Abidjan,Banque D'Abidjan (Bda),+225 20317070,"8X8H+Wxj, Bd De La Republique, Abidjan, Côte D’Ivoire",not available,You Ines Marie Adele Akre,3,neutre,2018-06-29,0,https://www.google.com/maps/contrib/112096908678996751713/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Côte D'Ivoire,Abidjan,Banque De L'Habitat De Côte D'Ivoire (Bhci),+225 20319090,"Abidjan Ci, Av. Anoma, Abidjan, Côte D’Ivoire",not available,Oxygène Yoro,3,neutre,2014-06-30,0,https://www.google.com/maps/contrib/107489936214924298124/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Côte D'Ivoire,Abidjan,Agence - Banque Atlantique Marcory Grand Carrefour,+225 21751920,"72X5+Qx9, Rue Du Chevalier De Clieu, Côte D'Ivoire, Abidjan, Côte D’Ivoire",banqueatlantique.net,Mohamed Klili,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/104434607466143848330/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abidjan,Standard Chartered Bank Cote D'Ivoire (Scb),+225 20303200,"8Xgj+62Q, Bd De La Republique, Abidjan, Côte D’Ivoire",standardchartered.com,Koffi Tekplo,4,bon,2018-06-29,0,https://www.google.com/maps/contrib/103214461542913457658/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abidjan,Afriland First Bank Ci,+225 21230730,"Marché, E 34, Abidjan, Côte D’Ivoire",not available,Tia Yves Tieoule,5,Très bon,2023-12-30,0,https://www.google.com/maps/contrib/102978823525126961627/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abidjan,Advans Cote D'Ivoire-Siege,+225 27 21 2 60568,"Boulevard De Brazzaville, Abidjan, Côte D’Ivoire",advanscotedivoire.com,Emmanuel Yelkouni,5,Très bon,2015-06-30,0,https://www.google.com/maps/contrib/110796194608225556489/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abidjan,Banque Atlantique - Les Perles,+225 22507825,"92Q4+9Qg, Les Perles, Abidjan, Côte D’Ivoire",banqueatlantique.net,Karim Sanogo,5,Très bon,2018-06-29,0,https://www.google.com/maps/contrib/106983238769320883516/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abidjan,"Afriland First Bank, Agence Treichville",+225 21230730,"8X5P+Vgj, Abidjan, Côte D’Ivoire",not available,Alain Resnais,5,"Ne cherche plus loin, voilà la solution Afriland first bank une banque, pas comme les autres",2024-06-23,0,https://www.google.com/maps/contrib/115987343539883928710/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,cherche plus loin voilà solution afriland first bank banque comme autres
Côte D'Ivoire,Abidjan,Banque Populaire De Ci,Not available,"92P4+Gwj, Angré, Abidjan, Côte D’Ivoire",not available,Kra Koume,1,Agréable 🙏🙏🙏 …,2023-11-30,0,https://www.google.com/maps/contrib/102099575103098273171/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,agréable 🙏🙏🙏 …
Côte D'Ivoire,Abidjan,Sgci Société Générale Côte D'Ivoire,Not available,"01 Bp 1355 Abidjan 01, Côte D’Ivoire",societegenerale.ci,Freddy Appiah,5,Très bon,2022-06-28,0,https://www.google.com/maps/contrib/108913421415943573654/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Abidjan,Bicici (Credit Agricole),Not available,"82Qc+Xxw, D 29, Abidjan, Côte D’Ivoire",not available,Abdul De Malika,3,neutre,2016-06-29,0,https://www.google.com/maps/contrib/112097890380500798037/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Côte D'Ivoire,Abidjan,Nsia Banque,Not available,"7X9W+9Hq, Avenue De La Côte D'Ivoire, Abidjan, Côte D’Ivoire",not available,Crispus Elischama Kobon,1,Très mauvais,2020-06-28,0,https://www.google.com/maps/contrib/100377260330020365634/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,très mauvais
Côte D'Ivoire,Abidjan,Advans Vallons - Agence Des Pme,+225 22416561,"Résidence Les Vallons, Abidjan, Côte D’Ivoire",advanscotedivoire.com,Ngoran Jacques,4,bon,2019-06-29,0,https://www.google.com/maps/contrib/115348445583858429576/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,bon
Côte D'Ivoire,Abidjan,Orange Bank Africa,+225 27 21 5 99310,"04 Bp 2760 Abidjan 04, Côte D’Ivoire",orangebank.ci,De Noella Papa Nouveau,3,neutre,2021-06-28,0,https://www.google.com/maps/contrib/110857822639103380898/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
Côte D'Ivoire,Abidjan,Uba Cote D'Ivoire,+225 20203980,"Immeuble Sgbci, 11 Av. Anoma, Abidjan, Côte D’Ivoire",ubacotedivoire.com,Francisco Gonzalez,2,mauvais,2020-06-28,0,https://www.google.com/maps/contrib/104890800382265749673/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Côte D'Ivoire,Aboisso,Nsia Banque - Agence Aboisso,+225 20259617,"Fq8Q+8V7, Unnamed Road, Côte D'Ivoire, Aboisso, Côte D’Ivoire",not available,Guillaume Kekre,4,"Pas grande chose a dire j'y étais juste pour faire une opération au guichet et tout ses bien passé ....
La banque est situé en plein cœur du marché en bordure voie et très accessible....",2023-06-28,0,https://www.google.com/maps/contrib/109611094576485698417/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,grande chose a dire jy juste faire opération guichet tout bien passé banque situé plein cœur marché bordure voie très accessible
Côte D'Ivoire,Aboisso,Banque Atlantique - Aboisso,+225 21305811,"Fqcw+46Q, Quartier Eboakro, Situé Entre La Cie Et La Mairie, Aboisso, Côte D’Ivoire",banqueatlantique.net,Armel Kevin Wawa,3,Bonne banque,2018-06-29,0,https://www.google.com/maps/contrib/111993365895427833355/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,bonne banque
Côte D'Ivoire,Aboisso,Ecobank Aboisso,+225 21306662,"Fq8V+Xhc, Aboisso, Côte D’Ivoire",ecobank.com,Atchaud Albert Amangoua,3,Revoir le service à la clientèle,2023-09-01,0,https://www.google.com/maps/contrib/118262891442217611963/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,revoir service clientèle
Côte D'Ivoire,Aboisso,Sib,Not available,"Fq9W+M2R, Aboisso, Côte D’Ivoire",not available,Jean Jacques Touret,5,Très bon,2019-06-29,0,https://www.google.com/maps/contrib/116384356932019008591/reviews?hl=fr,,0000-00-00,bon,positive,généralement bon,très bon
Côte D'Ivoire,Agboville,Nsia Banque - Agence Agboville,+225 20259645,"Wqjp+Ggg, Agboville, Côte D’Ivoire",not available,Tonton Bonheur,2,mauvais,2018-06-29,0,https://www.google.com/maps/contrib/114016673671337984771/reviews?hl=fr,,0000-00-00,mauvais,negative,généralement mauvais,mauvais
Côte D'Ivoire,Agboville,Sgci,+225 04325908,"Wqjm+Mhc, A2, Agboville, Côte D’Ivoire",not available,Marie-Josée Gbéré,3,neutre,2018-06-29,0,https://www.google.com/maps/contrib/104926326076700838014/reviews?hl=fr,,0000-00-00,neutre,neutral,généralement neutre,neutre
